detected_language,url,response_code,num_links,response_type,declared_language
en,https://sk.wikipedia.org/wiki/Kateg%C3%B3ria:Ludacris,200,59,HTML,sk
,https://no.wikipedia.org/wiki/Frankrike,200,1841,HTML,nb
en,https://commons.wikimedia.org/wiki/Special:WhatLinksHere/Category:Ludacris,200,57,HTML,en
en,https://tools.wmflabs.org/templatecount/?lang=commons&name=Ludacris&namespace=14,200,9,HTML,en
,https://no.wikipedia.org/wiki/1996,200,716,HTML,nb
en,https://commons.wikimedia.org/wiki/Category:African_American_Native_Americans,200,100,HTML,en
no,https://no.wikipedia.org/wiki/BBC,200,360,HTML,nb
en,https://commons.wikimedia.org/wiki/Category:2_Fast_2_Furious_(film),200,110,HTML,en
uk,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D0%B2%D1%96%D0%B9%D0%BD%D0%B8%D0%B9_%D1%84%D0%BE%D1%80%D1%81%D0%B0%D0%B6,200,181,HTML,uk
en,https://sv.wikipedia.org/wiki/2_Fast_2_Furious,200,190,HTML,sv
zh_Hant,https://zh.wikipedia.org/wiki/%E9%80%9F%E5%BA%A6%E4%B8%8E%E6%BF%80%E6%83%852,200,201,HTML,zh
en,https://sco.wikipedia.org/wiki/2_Fast_2_Furious,200,135,HTML,sco
en,https://no.wikipedia.org/wiki/Fil:Carte_du_Conseil_de_l%27Europe.png,200,188,HTML,nb
sk,https://sk.wikipedia.org/wiki/R%C3%BDchlo_a_zbesilo_2,200,233,HTML,sk
en,https://no.wikipedia.org/wiki/The_Simpsons_Hit_%26_Run,200,132,HTML,nb
ru,https://ru.wikipedia.org/wiki/%D0%94%D0%B2%D0%BE%D0%B9%D0%BD%D0%BE%D0%B9_%D1%84%D0%BE%D1%80%D1%81%D0%B0%D0%B6,200,238,HTML,ru
no,https://no.wikipedia.org/wiki/South_Park,200,435,HTML,nb
sr,https://sr.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BA%D0%BB%D0%B5%D0%BD%D0%B5_%D1%83%D0%BB%D0%B8%D1%86%D0%B5_2,200,180,HTML,sr
en,https://www.wikidata.org/wiki/Q16538,200,265,HTML,en
zh,https://zh.wikipedia.org/wiki/FBI,200,627,HTML,zh
zh_Hant,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E7%8D%B2%E5%8A%A0,200,417,HTML,zh
it,https://it.wikipedia.org/wiki/South_Park,200,1001,HTML,it
zh,https://zh.wikipedia.org/wiki/2003%E5%B9%B46%E6%9C%88,200,318,HTML,zh
uk,https://uk.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%B2%D0%B5%D0%BD%D1%8C_2003,200,274,HTML,uk
zh_Hant,https://zh.wikipedia.org/zh-tw/%E8%81%94%E9%82%A6%E8%B0%83%E6%9F%A5%E5%B1%80,200,626,HTML,zh-TW
en,https://it.wikipedia.org/wiki/Categoria:Codice_IMDb_letto_da_Wikidata,200,293,HTML,it
th,https://th.wikipedia.org/wiki/%E0%B8%A1%E0%B8%B4%E0%B8%96%E0%B8%B8%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%99_%E0%B8%9E.%E0%B8%A8._2546,200,291,HTML,th
zh,https://zh.wikipedia.org/zh-sg/%E8%81%94%E9%82%A6%E8%B0%83%E6%9F%A5%E5%B1%80,200,626,HTML,zh-SG
no,https://no.wikipedia.org/wiki/Belize,200,892,HTML,nb
uk,https://uk.wikipedia.org/wiki/22_%D1%87%D0%B5%D1%80%D0%B2%D0%BD%D1%8F,200,790,HTML,uk
uk,https://uk.wikipedia.org/wiki/21_%D1%87%D0%B5%D1%80%D0%B2%D0%BD%D1%8F,200,817,HTML,uk
no,https://no.wikipedia.org/wiki/Barbados,200,900,HTML,nb
en,http://id.loc.gov/authorities/names/no99046363.html,200,53,HTML,
en,https://www.cbsinteractive.com/legal/cbsi/terms-of-use,200,76,HTML,
no,https://no.wikipedia.org/wiki/Tornado,200,461,HTML,nb
no,https://no.wikipedia.org/wiki/Steve_Irwin,200,204,HTML,nb
zh,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%8D%B2%E9%A2%A8,200,685,HTML,zh
uk,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D1%96%D0%B2%D0%B5%D0%BD_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82_%D0%86%D1%80%D0%B2%D1%96%D0%BD,200,209,HTML,uk
en,https://no.wikipedia.org/wiki/FOX,200,164,HTML,nb
zh_Hant,https://zh.wikipedia.org/wiki/%E5%8F%B2%E5%B8%9D%E5%A4%AB%C2%B7%E5%8E%84%E6%96%87,200,210,HTML,zh
no,https://no.wikipedia.org/wiki/Gud,200,811,HTML,nb
en,https://no.wikipedia.org/wiki/MTV_Movie_Award,200,131,HTML,nb
no,https://no.wikipedia.org/wiki/South_Park-episoder_sesong_1,200,210,HTML,nb
zh,https://zh.wikipedia.org/wiki/Special:%E9%93%BE%E5%87%BA%E6%9B%B4%E6%94%B9/%E9%BE%8D%E6%8D%B2%E9%A2%A8,200,333,HTML,zh
no,https://no.wikipedia.org/wiki/Mr._Hankey,200,167,HTML,nb
en,https://zh.wikipedia.org/wiki/%E6%A8%A1%E5%9D%97:Portal/images/aliases,200,70,HTML,zh
uk,https://uk.wikipedia.org/wiki/MTV_Movie_Awards,200,325,HTML,uk
en,https://vi.wikipedia.org/wiki/Gi%E1%BA%A3i_%C4%90i%E1%BB%87n_%E1%BA%A3nh_c%E1%BB%A7a_MTV,200,447,HTML,vi
en,https://no.wikipedia.org/wiki/Kategori:Artikler_hvor_bilde_mangler_p%C3%A5_Wikidata,200,286,HTML,nb
zh_Hant,https://zh.wikipedia.org/wiki/MTV%E5%BD%B1%E8%A6%96%E5%A4%A7%E7%8D%8E,200,628,HTML,zh
en,https://no.wikipedia.org/wiki/Kategori:Stater_og_territorier_etablert_i_1981,200,93,HTML,nb
en,https://no.wikipedia.org/wiki/Topografi,200,149,HTML,nb
zh_Hant,https://zh.wikipedia.org/wiki/MTV%E5%BD%B1%E8%A6%96%E5%A4%A7%E7%8D%8E%E6%9C%80%E4%BD%B3%E8%8B%B1%E9%9B%84,200,200,HTML,zh
en,https://ur.wikipedia.org/wiki/%D8%B2%D9%85%D8%B1%DB%81:1981%D8%A1_%D9%85%DB%8C%DA%BA_%D9%82%D8%A7%D8%A6%D9%85_%DB%81%D9%88%D9%86%DB%92_%D9%88%D8%A7%D9%84%DB%92_%D9%85%D9%85%D8%A7%D9%84%DA%A9_%D8%A7%D9%88%D8%B1_%D8%B9%D9%84%D8%A7%D9%82%DB%92,200,80,HTML,ur
no,https://no.wikipedia.org/wiki/Tordenv%C3%A6r,200,266,HTML,nb
,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B5:%D9%85%D8%AA%D8%B9%D9%84%D9%82%DB%81_%D8%AA%D8%A8%D8%AF%DB%8C%D9%84%DB%8C%D8%A7%DA%BA/%D8%B2%D9%85%D8%B1%DB%81:1981%D8%A1_%D9%85%DB%8C%DA%BA_%D9%82%D8%A7%D8%A6%D9%85_%DB%81%D9%88%D9%86%DB%92_%D9%88%D8%A7%D9%84%DB%92_%D9%85%D9%85%D8%A7%D9%84%DA%A9_%D8%A7%D9%88%D8%B1_%D8%B9%D9%84%D8%A7%D9%82%DB%92,404,,SpiderException -- Ignoring non-200 response,
en,https://zh.wikipedia.org/wiki/Category:1981%E5%B9%B4%E5%BB%BA%E7%AB%8B%E7%9A%84%E5%9C%8B%E5%AE%B6%E6%88%96%E6%94%BF%E6%AC%8A,200,102,HTML,zh
en,https://no.wikipedia.org/wiki/Kategori:1986_i_USA,200,99,HTML,nb
vi,https://vi.wikipedia.org/wiki/D%C3%B4ng,200,163,HTML,vi
en,https://no.wikipedia.org/wiki/Kategori:Politikk_i_1986,200,106,HTML,nb
zh,https://zh.wikipedia.org/zh-sg/MTV%E5%BD%B1%E8%A6%96%E5%A4%A7%E7%8D%8E,200,628,HTML,zh-SG
en,https://no.wikipedia.org/wiki/Familien_Griffin,200,237,HTML,nb
uk,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%BE%D0%B7%D0%B0,200,371,HTML,uk
vi,https://vi.wikipedia.org/wiki/Jupiter,200,177,HTML,vi
en,https://no.wikipedia.org/wiki/Diskusjon:Gud,200,72,HTML,nb
uk,https://uk.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B0%D0%B4%D0%BE%D0%BC%D1%96%D1%80,200,193,HTML,uk
en,https://no.wikipedia.org/wiki/Robert_Smith_(musiker),200,136,HTML,nb
vi,https://vi.wikipedia.org/wiki/Jupiter_(th%E1%BA%A7n_tho%E1%BA%A1i),200,176,HTML,vi
no,https://no.wikipedia.org/wiki/Afrika,200,1423,HTML,nb
uk,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%83%D1%85%D0%B0,200,436,HTML,uk
zh,https://zh.wikipedia.org/wiki/%E5%B9%B2%E6%97%B1,200,485,HTML,zh
en,https://no.wikipedia.org/wiki/Sidney_Poitier,200,541,HTML,nb
en,https://no.wikipedia.org/wiki/John_Travolta,200,376,HTML,nb
zh,https://zh.wikipedia.org/wiki/Special:%E9%93%BE%E5%87%BA%E6%9B%B4%E6%94%B9/%E5%B9%B2%E6%97%B1,200,393,HTML,zh
en,https://yo.wikipedia.org/wiki/Sidney_Poitier,200,261,HTML,yo
no,https://no.wikipedia.org/wiki/Scientologi,200,324,HTML,nb
,https://yo.wikipedia.org/wiki/P%C3%A0t%C3%A0k%C3%AC:RecentChangesLinked/Sidney_Poitier,404,,SpiderException -- Ignoring non-200 response,
en,http://hdr.undp.org/,200,66,HTML,en
vi,https://vi.wikipedia.org/wiki/Khoa_Lu%E1%BA%ADn_gi%C3%A1o,200,170,HTML,vi
en,https://no.wikipedia.org/wiki/Hominidae,200,266,HTML,nb
uk,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%94%D0%BD%D1%82%D0%BE%D0%BB%D0%BE%D0%B3%D1%96%D1%8F,200,139,HTML,uk
tr,https://tr.wikipedia.org/wiki/Scientology,200,249,HTML,tr
en,https://no.wikipedia.org/wiki/Supermakt,200,117,HTML,nb
yo,https://yo.wikipedia.org/wiki/P%C3%A0t%C3%A0k%C3%AC:WhatLinksHere/Sidney_Poitier,200,204,HTML,yo
no,https://no.wikipedia.org/wiki/Det_internasjonale_pengefondet,200,401,HTML,nb
zh_Hant,https://zh.wikipedia.org/wiki/%E5%B1%B1%E9%81%94%E5%9F%BA,200,1347,HTML,zh
en,https://no.wikipedia.org/wiki/Despotisme,200,138,HTML,nb
en,http://hdr.undp.org/en/blog-25years,200,47,HTML,en
en,https://no.wikipedia.org/wiki/Grease,200,76,HTML,nb
no,https://no.wikipedia.org/wiki/Mal:Tr,200,324,HTML,nb
no,https://no.wikipedia.org/wiki/Kaffe,200,836,HTML,nb
en,https://no.wikipedia.org/wiki/Olivia_Newton-John,200,243,HTML,nb
en,http://www.washingtonpost.com/wp-dyn/content/discussion/2006/01/11/DI2006011101372.html,200,8,HTML,
zh_Hant,https://zh.wikipedia.org/wiki/%E5%8F%AF%E6%98%8E%E7%B4%8D,200,369,HTML,zh
en,https://no.wikipedia.org/wiki/Tonn,200,185,HTML,nb
en,http://hdr.undp.org/en/content/celebrating-human-development-success,200,30,HTML,en
no,https://no.wikipedia.org/wiki/Anita_Valen_de_Vries,200,281,HTML,nb
en,https://no.wikipedia.org/wiki/Wikipedia:Denne_siden_er_beskyttet,200,134,HTML,nb
,https://no.wikipedia.org/wiki/Wikipedia:Anbefalte_artikler,200,886,HTML,nb
no,https://no.wikipedia.org/wiki/Park_Chung-hee,200,573,HTML,nb
no,https://no.wikipedia.org/wiki/Birkebeinerne,200,809,HTML,nb
en,https://no.wikipedia.org/wiki/Ulv_av_Lauvnes,200,92,HTML,nb
ru,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%80%D0%BA%D0%B5%D0%B1%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B,200,132,HTML,ru
en,https://no.wikipedia.org/wiki/Fil:Lillehammer_komm.svg,200,181,HTML,nb
zh_Hant,https://zh.wikipedia.org/wiki/%E6%B5%B7%E6%B4%8B%E6%A9%9F%E6%A7%8B,200,161,HTML,zh
en,http://abcnews.go.com/US/story?id=900376,200,154,HTML,en
no,https://no.wikipedia.org/wiki/Offentlig_eiendom,200,166,HTML,nb
en,https://no.wikipedia.org/wiki/Tebibyte,200,107,HTML,nb
no,https://no.wikipedia.org/wiki/Versjoner_av_Fedora,200,4479,HTML,nb
en,https://no.wikipedia.org/wiki/Fil:XFCE-4.8-Desktop.png,200,116,HTML,nb
,http://www.ico.org/botanical.asp,404,,SpiderException -- Ignoring non-200 response,
zh,https://zh.wikipedia.org/wiki/%E5%9C%8B%E6%B0%91%E8%AD%B0%E6%9C%83_(%E6%B3%95%E5%9C%8B),200,206,HTML,zh
,https://uk.wikipedia.org/wiki/Xfce,200,633,HTML,uk
et,https://et.wikipedia.org/wiki/Xfce,200,242,HTML,et
,https://no.wikipedia.org/wiki/AryaLinux,200,632,HTML,nb
zh,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%B8%88_(%E7%94%B5%E5%BD%B1),200,383,HTML,zh
uk,https://uk.wikipedia.org/wiki/KDevelop,200,531,HTML,uk
en,https://no.wikipedia.org/wiki/Fil:Crystal_Clear_app_tux.png,200,305,HTML,nb
vi,https://vi.wikipedia.org/wiki/Xfce,200,290,HTML,vi
en,https://en.wikipedia.org/wiki/Everaldo_Coelho,200,144,HTML,en
en,https://commons.wikimedia.org/wiki/File:NewTux.svg,200,313,HTML,en
en,https://en.wikipedia.org/wiki/User:RobertDahlstrom,200,64,HTML,en
uk,https://uk.wikipedia.org/wiki/Apache_License,200,373,HTML,uk
no,https://no.wikipedia.org/wiki/Pidgin_(programvare),200,171,HTML,nb
,http://distrowatch.com/?newsid=00998,200,742,HTML,
en,https://en.wikipedia.org/wiki/User:Tomothy,200,265,HTML,en
en,https://no.wikipedia.org/wiki/Linux_for_PlayStation_2,200,635,HTML,nb
en,https://fedoramagazine.org/whats-new-fedora-24-workstation/,200,75,HTML,en-US
no,https://no.wikipedia.org/wiki/Linux,200,1512,HTML,nb
en,https://en.wikipedia.org/wiki/User:Procus_the_Mad,200,72,HTML,en
en,https://en.wikipedia.org/wiki/User:UBX/Linux_Enthusiast,200,54,HTML,en
et,https://et.wikipedia.org/wiki/Eri:Seotud_muudatused/Xfce,200,78,HTML,et
en,https://en.wikipedia.org/wiki/Special:WhatLinksHere/User:RobertDahlstrom,200,78,HTML,en
no,https://no.wikipedia.org/wiki/14._oktober,200,503,HTML,nb
en,https://no.wikipedia.org/wiki/Linux_Game_Publishing,200,151,HTML,nb
no,https://no.wikipedia.org/wiki/CD,200,269,HTML,nb
en,http://www.yellowicon.com,200,6,HTML,en
en,https://uk.wikipedia.org/wiki/Linux_Game_Publishing,200,103,HTML,uk
en,https://en.wikipedia.org/wiki/Special:UserRights/Procus_the_Mad,200,41,HTML,en
vi,https://vi.wikipedia.org/wiki/CD,200,331,HTML,vi
ur,https://ur.wikipedia.org/wiki/%D9%85%DA%A9%D8%AA%D9%86%D8%B2_%D9%82%D8%B1%D8%B5,200,165,HTML,ur
uk,https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%BD%D1%83%D0%BA%D1%81,200,938,HTML,uk
zh,http://ent.sina.com.cn/m/f/2012-09-17/ba3743870.shtml,200,198,HTML,
en,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D1%96%D1%8F:Linux,200,205,HTML,uk
,https://et.wikipedia.org/wiki/Eri:Kaast%C3%B6%C3%B6/Taavik27,200,369,HTML,et
,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B5:%D9%85%D8%AA%D8%B9%D9%84%D9%82%DB%81_%D8%AA%D8%A8%D8%AF%DB%8C%D9%84%DB%8C%D8%A7%DA%BA/%D9%85%DA%A9%D8%AA%D9%86%D8%B2_%D9%82%D8%B1%D8%B5,404,,SpiderException -- Ignoring non-200 response,
et,https://et.wikipedia.org/wiki/Kasutaja_arutelu:Taavik27,200,49,HTML,et
en,https://ast.wikipedia.org/wiki/GNU/Linux,200,191,HTML,ast
ur,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B5:%D9%85%D8%B1%D8%A8%D9%88%D8%B7_%D8%B5%D9%81%D8%AD%D8%A7%D8%AA/%D9%85%DA%A9%D8%AA%D9%86%D8%B2_%D9%82%D8%B1%D8%B5,200,124,HTML,ur
en,https://www.sports-reference.com/olympics/athletes/va/anita%2Dvalen%2D1.html,200,71,HTML,en
en,https://et.wikipedia.org/wiki/Eri:Kasutaja_%C3%B5igused/Taavik27,200,35,HTML,et
en,https://et.wikipedia.org/wiki/Eri:Seotud_muudatused/Kasutaja_arutelu:Taavik27,200,72,HTML,et
en,https://tools.wmflabs.org/guc/?user=Taavik27&blocks=true,200,4,HTML,en
en,https://et.wikipedia.org/wiki/Eri:Lingid_siia/Kasutaja_arutelu:Taavik27,200,141,HTML,et
en,https://tools.wmflabs.org/quentinv57-tools/tools/sulinfo.php?username=Taavik27&showinactivity=1,200,233,HTML,en-US
en,https://ur.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86_%D8%AA%D8%A7%D8%B2%DB%81/%D8%B7%D8%B1%D8%B2%DB%8C%D8%A7%D8%AA,200,1310,HTML,ur
en,https://ur.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D8%B1%D9%88%D8%AF%D8%A7%D8%AF%DB%81%D8%A7%D8%A6%DB%92_%DA%88%DB%8C%D9%B9%D8%A7%D8%A8%DB%8C%D8%B3/%DA%A9%D8%AB%DB%8C%D8%B1_%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%AA_%D8%B5%D9%81%D8%AD%D8%A7%D8%AA,200,1113,HTML,ur
af,https://af.wikipedia.org/wiki/Linux,200,441,HTML,af
ur,https://ur.wikipedia.org/wiki/%D8%B3%D8%A7%D8%B1%D8%AF%DB%8C%D9%86%DB%8C%D8%A7,200,317,HTML,ur
en,http://www.sina.com.cn/intro/copyright.shtml,200,0,HTML,
ur,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B5:%D9%85%D8%B1%D8%A8%D9%88%D8%B7_%D8%B5%D9%81%D8%AD%D8%A7%D8%AA/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D8%B1%D9%88%D8%AF%D8%A7%D8%AF%DB%81%D8%A7%D8%A6%DB%92_%DA%88%DB%8C%D9%B9%D8%A7%D8%A8%DB%8C%D8%B3/%DA%A9%D8%AB%DB%8C%D8%B1_%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%AA_%D8%B5%D9%81%D8%AD%D8%A7%D8%AA,200,204,HTML,ur
en,http://www.yardbarker.com/,200,371,HTML,
th,https://th.wikipedia.org/wiki/%E0%B9%81%E0%B8%84%E0%B8%A7%E0%B9%89%E0%B8%99%E0%B8%9B%E0%B8%81%E0%B8%84%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%99%E0%B9%80%E0%B8%AD%E0%B8%87%E0%B8%8B%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B8%B4%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B8%A2,200,298,HTML,th
af,https://af.wikipedia.org/wiki/Hewlett-Packard,200,129,HTML,af
uk,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D0%B4%D0%B8%D0%BD%D1%96%D1%8F,200,756,HTML,uk
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%A4%E0%AF%80%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AE%BE,200,212,HTML,ta
,https://af.wikipedia.org/wiki/Wikipedia:Voorwaardes,404,,SpiderException -- Ignoring non-200 response,
en,http://www.yardbarker.com/backyard,200,328,HTML,en
en,http://www.linuxgamepublishing.com/back-soon,200,0,HTML,en
en,https://af.wikipedia.org/wiki/Spesiaal:Spesiale_bladsye,200,146,HTML,af
en,http://www.yardbarker.com/nba/articles/chris_paul_quoted_ricky_bobby_in_introductory_rockets_press_conference/s1_127_24355912,200,381,HTML,en
en,https://cy.wikipedia.org/wiki/Sgwrs_Defnyddiwr:Taavik27,200,37,HTML,cy
ur,https://ur.wikipedia.org/wiki/%D8%AE%D8%A7%D8%B5:%D9%85%D8%AA%D8%B9%D9%84%D9%82%DB%81_%D8%AA%D8%A8%D8%AF%DB%8C%D9%84%DB%8C%D8%A7%DA%BA/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D8%B1%D9%88%D8%AF%D8%A7%D8%AF%DB%81%D8%A7%D8%A6%DB%92_%DA%88%DB%8C%D9%B9%D8%A7%D8%A8%DB%8C%D8%B3/%DA%A9%D8%AB%DB%8C%D8%B1_%D9%85%D8%B1%D8%A7%D8%AC%D8%B9%D8%AA_%D8%B5%D9%81%D8%AD%D8%A7%D8%AA,200,411,HTML,ur
en,http://www.yardbarker.com/nba/players/chris_paul/4656,200,357,HTML,en
en,http://www.yardbarker.com/entertainment/players/donald_trump/140704,200,372,HTML,en
en,https://af.wikipedia.org/wiki/Spesiaal:ContentTranslationStats,200,5,HTML,
te,https://te.wikipedia.org/wiki/%E0%B0%B8%E0%B0%BE%E0%B0%B0%E0%B1%8D%E0%B0%A1%E0%B1%80%E0%B0%A8%E0%B0%BF%E0%B0%AF%E0%B0%BE,200,209,HTML,te
en,http://nypost.com/2017/07/16/trump-couldnt-overshadow-the-true-story-of-us-womens-open/,200,227,HTML,en
,https://people.debian.org/~jgb/debian-counting/counting-potatoes/,403,,SpiderException -- Ignoring non-200 response,
en,https://af.wikipedia.org/wiki/Spesiaal:SecurePoll,200,42,HTML,af
en,http://www.yardbarker.com/nba/players/tim_quarterman/488335,200,338,HTML,en
en,http://www.yardbarker.com/nba/articles/nene_lost_out_on_4_million_because_of_a_strange_nba_contract_rule/s1_13156_24293242,200,381,HTML,en
en,http://www.yardbarker.com/nba/players/nene_hilario/22748,200,351,HTML,en
en,http://www.yardbarker.com/entertainment/players/bruce_willis/87940,200,357,HTML,en
en,http://www.yardbarker.com/entertainment/players/kanye_west/88207,200,371,HTML,en
en,http://www.yardbarker.com/entertainment/players/sigourney_weaver/88498,200,354,HTML,en
en,http://www.yardbarker.com/entertainment/players/lil_wayne/88286,200,372,HTML,en
,http://www.yardbarker.com/players/nene_hilario__nba/news/8?refmod=feed&more_stories=true,200,359,HTML,en
en,http://www.yardbarker.com/players/bruce_willis/news/8?refmod=feed&more_stories=true,200,351,HTML,en
en,http://www.yardbarker.com/entertainment/articles/topless_scout_willis_walks_the_streets_of_nyc/s1_10765_16557853,200,379,HTML,en
en,http://allucanheat.com/2017/07/17/lebron-james-isnt-coming-back-miami/,200,187,HTML,en-US
en,http://www.businessinsider.com/nene-loses-new-rockets-contract-nba-rule-2017-7,200,95,HTML,en
,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%BF%E0%AE%B1%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81:RecentChangesLinked/%E0%AE%9A%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%A4%E0%AF%80%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AE%BE,404,,SpiderException -- Ignoring non-200 response,
,http://www.yardbarker.com/players/kanye_west/news/8?refmod=feed&more_stories=true,200,363,HTML,en
en,http://www.yardbarker.com/players/sigourney_weaver/news/8?refmod=feed&more_stories=true,200,321,HTML,en
en,http://www.yardbarker.com/entertainment/articles/news_on_upcoming_avatar_sequels/s1_11909_16651192,200,378,HTML,en
en,https://unruly.co/,200,22,HTML,en-US
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%BF%E0%AE%B1%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81:WhatLinksHere/%E0%AE%9A%E0%AE%BE%E0%AE%B0%E0%AF%8D%E0%AE%A4%E0%AF%80%E0%AE%A9%E0%AE%BF%E0%AE%AF%E0%AE%BE,200,180,HTML,ta
en,http://www.yardbarker.com/nba/articles/fantasy_basketball_big_man_report/s1_11906_15149861,200,390,HTML,en
en,http://www.yardbarker.com/all_sports/articles/todays_message_from_the_lizard_people_overlords_hooray_its_1998_all_over_again/s1_8842_16172764,200,383,HTML,en
en,http://www.yardbarker.com/players/lil_wayne/news/8?refmod=feed&more_stories=true,200,369,HTML,en
en,http://www.yardbarker.com/entertainment/articles/watch_the_first_official_trailer_for_the_ghostbusters_reboot_is_here/s1_13156_20422549,200,383,HTML,en
ta,https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AE%95%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81:%E0%AE%87%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%B2%E0%AE%BF%E0%AE%AF%E0%AE%A4%E0%AF%8D_%E0%AE%A4%E0%AF%80%E0%AE%B5%E0%AF%81%E0%AE%95%E0%AE%B3%E0%AF%8D,200,151,HTML,ta
en,http://www.yardbarker.com/nba/players/enes_kanter/193102,200,361,HTML,en
en,http://www.stack.com,200,375,HTML,en
,https://it.businessinsider.com,200,316,HTML,
,http://allucanheat.com/2017/07/17/lebron-james-isnt-coming-back-miami/%20/fansided.com,404,,SpiderException -- Ignoring non-200 response,
en,http://johnsterling.blogspot.com/2014/04/todays-message-from-lizard-people.html,200,640,HTML,
en,http://www.yardbarker.com/mlb/players/carlos_beltran/42,200,354,HTML,en
en,http://www.yardbarker.com/mlb/players/joe_torre/126196,200,349,HTML,en
en,http://www.yardbarker.com/mlb/players/george_steinbrenner/127926,200,358,HTML,en
en,http://www.stack.com/a/avatar-sequels,200,132,HTML,en
en,https://unruly.co/privacy/,200,48,HTML,en-US
en,http://www.stack.com/video/3547222223001/2014-draft-prospect-kony-ealy-trains-for-the-nfl,200,147,HTML,en
en,http://www.yardbarker.com/mlb/articles/houston_astros_josh_reddick_snubbed_of_an_all_star_spot/s1_7899_24319285,200,398,HTML,en
en,http://www.yardbarker.com/mlb/players/marwin_gonzalez/41525,200,348,HTML,en
en,http://www.stack.com/video/5347094338001/the-2017-nfl-combine-is-finally-here,200,147,HTML,en
en,http://www.yardbarker.com/mlb/players/josh_reddick/90015,200,354,HTML,en
en,http://www.digitalspy.com/movies/ghostbusters/feature/a602281/ghostbusters-2016-reboot-plot-spoilers-cast-release-date-theme-song-and-everything-you-need-to-know/,200,457,HTML,en
en,http://www.yardbarker.com/mlb/players/jacoby_ellsbury/21249,200,354,HTML,en
en,https://unruly.co/job/campaign-manager-sweden/,200,43,HTML,en-US
en,http://www.yardbarker.com/mlb/articles/astros_marwin_gonzalez_gaining_attention_in_fantasy_baseball/s1_8105_20528326,200,379,HTML,en
en,http://www.yardbarker.com/players/marwin_gonzalez/news/8?refmod=feed&more_stories=true,200,360,HTML,en
en,http://climbingtalshill.com/2016/03/21/astros-marwin-gonzalez-gaining-attention-in-fantasy-baseball/,200,280,HTML,en-US
en,http://roxpile.com/2017/07/17/chatwood-injury-change-rockies-plans/,200,286,HTML,en-US
en,http://www.foxsports.com/mlb/story/yankees-jacoby-ellsbury-has-catcher-s-interference-down-to-a-science-062917,200,448,HTML,en-US
